"MARKET_GROUP_C","POV_CODE_C","QUOTED_RATE_C","ENTRY_HOTEL_CODE_R","STATE_R","GUEST_COUNTRY_R","PACE_CATEGORY_R","REVENUE_USD_R","Guest_Country_H","Gender_H","Age_Range_H","Language_H","Likelihood_Recommend_H","Overall_Sat_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Property_ID_PL","Hotel.Name.Short_PL","Award.Category_PL","City_PL","Country_PL","Ops.Region_PL","Property.Latitude_PL","Property.Longitude_PL","Currency_PL","Dom.Int.l_PL","Club.Type_PL","Region_PL","Category_PL","Type_PL","Class_PL","Location_PL","Relationship_PL","GP_Tier","Booking_Channel","NPS_Type"
"RACK","BUSINESS",259,"DFWGH","BC","CANADA","0-3 Days",259,"Canada","Female","26-35","English",10,10,10,NA,10,10,NA,NA,3421,"GH DFW",3,"DFW Airport","United States","Americas",32.897546,-97.044252,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Airport","Managed","GOLD","Hotel","Promoter"
"CONVENTION","BUSINESS",132,"DFWZP","TX","UNITED STATES","22-30 Days",396,"USA","Female","46-55","English",7,7,7,NA,7,8,NA,NA,3584,"HP Plano Tollway",1,"Plano","United States","Americas",33.042003,-96.82819,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Hotel","Passive"
"RACK","LEISURE",119.2,"MARRO","IL","UNITED STATES","0-3 Days",238.4,"USA","Female","56-65","English",10,10,10,10,10,10,10,NA,3698,"HR O'Hare",2,"Rosemont","United States","Americas",41.980952,-87.860781,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Airport","Owned","Gold","Global Contact Center","Promoter"
"DISCOUNT","BUSINESS",116,"OMGDS","PA","UNITED STATES","4-7 Days",116,"USA","Prefer not to answer","36-45","English",7,7,3,NA,10,10,NA,NA,3551,"HP Princeton",2,"Princeton","United States","Americas",40.309671,-74.66765,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Passive"
"CONVENTION","BUSINESS",184,"OMGDS","OR","UNITED STATES","31-60 Days",552,"USA","Male","36-45","English",8,8,8,NA,8,9,NA,NA,3299,"HR Crystal City",3,"Arlington","United States","Americas",38.848899,-77.051506,"USD","Domestic",NA,"Americas","Full Service","Business","Upper Upscale Class","Airport","Managed",NA,"Electronic Distribution","Passive"
"WHOLESALE","BUSINESS",154.98,"OMGDS",NA,NA,"90+ Days",154.98,"USA","Male","46-55","English",1,5,10,10,10,10,10,NA,3667,"HY Palm Springs",3,"Palm Springs","United States","Americas",33.826108,-116.547422,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Resort","Franchised",NA,"Electronic Distribution","Detractor"
"RACK","BUSINESS",149,"OMGDS",NA,NA,"31-60 Days",745,"USA","Male","46-55","English",8,8,7,NA,8,9,NA,NA,3516,"HP Denver Tech",1,"Englewood","United States","Americas",39.623478,-104.892033,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Passive"
"DISCOUNT","LEISURE",184,"OMGDS","MA","UNITED STATES","8-14 Days",736,"USA","Male","66-75","English",10,10,10,10,10,10,10,10,3302,"HY Arlington",3,"Arlington","United States","Americas",38.895123,-77.072855,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised","Lifetime Diamond","Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",254,"OMGDS","CA","UNITED STATES","0-3 Days",254,"USA","Male","56-65","English",10,10,10,10,10,10,10,10,3421,"GH DFW",3,"DFW Airport","United States","Americas",32.897546,-97.044252,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Airport","Managed","Platinum","Electronic Distribution","Promoter"
"OTHER","BUSINESS",103.2,"OMGDS",NA,NA,"4-7 Days",103.2,"USA","Male","46-55","English",9,9,10,8,9,10,10,NA,3534,"HP Indianapolis Airport",1,"Indianapolis","United States","Americas",39.731817,-86.253484,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed","GOLD","Electronic Distribution","Promoter"
"OTHER","LEISURE",1,"OMARO","IL","UNITED STATES","61-90 Days",2,"USA","Male","36-45","English",10,10,10,10,10,10,10,10,3579,"HP Dallas Grapevine",1,"Grapevine","United States","Americas",32.961023,-97.046528,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Global Contact Center","Promoter"
"VOLUME","BUSINESS",119,"OMARO","NC","UNITED STATES","22-30 Days",119,"USA","Male","56-65","English",8,8,7,NA,8,9,NA,NA,3696,"HP City Park",1,"Charlotte","United States","Americas",35.182241,-80.91924,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","GOLD","Global Contact Center","Passive"
"DISCOUNT","BUSINESS",118.15,"MARRO","CA","UNITED STATES","15-21 Days",236.3,"USA","Male","46-55","English",10,10,9,6,8,9,10,NA,3593,"HP Riverwalk",3,"San Antonio","United States","Americas",29.419634,-98.491888,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Managed","Gold","Global Contact Center","Promoter"
"RACK","BUSINESS",1775,"JEDPH",NA,"UNITED ARAB EMIRATES","4-7 Days",986.43,"United Arab Emirates","Female","36-45","Arabic",10,10,10,10,10,10,10,10,3816,"PH Jeddah",5,"Jeddah","Saudi Arabia","EAME",21.543333,39.172778,"SAR","International",NA,"Middle East & Africa","Full Service","Resort","Luxury Class","Suburban","Managed",NA,"Electronic Distribution","Promoter"
"RACK","BUSINESS",95.2,"OMGDS","OH","UNITED STATES","0-3 Days",190.4,"USA","Female","26-35","English",8,6,6,NA,7,7,NA,NA,3554,"HP Blue Ash",1,"Blue Ash","United States","Americas",39.276184,-84.375658,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Passive"
"DISCOUNT","BUSINESS",43.86,"OMGDS","CA","UNITED STATES","22-30 Days",43.86,"USA","Female","26-35","English",10,10,10,10,10,10,10,10,3654,"HP San Jose Downtown",2,"San Jose","United States","Americas",37.330103,-121.891422,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Franchised","Platinum","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",229,"OMGDS","PA","UNITED STATES","31-60 Days",1145,"USA","Male","46-55","English",10,10,10,10,10,10,10,9,3328,"HR Grand Cypress",5,"Orlando","United States","Americas",28.381945,-81.510327,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Resort","Owned","Gold","Global Contact Center","Promoter"
"VOLUME","BUSINESS",107,"OMGDS","TN","UNITED STATES","8-14 Days",321,"USA","Male","36-45","English",8,9,8,9,8,9,10,9,3697,"HP Nashville Airport",1,"Nashville","United States","Americas",36.146014,-86.664318,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Passive"
"DISCOUNT","BUSINESS",16.47,"OMGDS","CO","UNITED STATES","61-90 Days",49.41,"USA","Female","26-35","English",10,8,8,10,10,10,10,9,3597,"HP Wolfchase",1,"Memphis","United States","Americas",35.196098,-89.797435,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"RACK","LEISURE",84,"OMGDS","ID","UNITED STATES","0-3 Days",84,"USA","Female","56-65","English",10,10,10,NA,10,10,NA,NA,3502,"HP Albuquerque Airport",2,"Albuquerque","United States","Americas",35.047671,-106.63362,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned",NA,"Electronic Distribution","Promoter"
"OTHER","BUSINESS",63,"OMGDS",NA,NA,"0-3 Days",63,"USA","Male","66-75","English",10,10,10,9,10,10,10,10,3503,"HP Albuquerque Uptown",2,"Albuquerque","United States","Americas",35.104936,-106.567757,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"RACK","LEISURE",79.2,"OMARO","IA","UNITED STATES","61-90 Days",158.4,"USA","Female","36-45","English",10,10,10,10,10,10,10,10,3856,"HH Warrenville",1,"Warrenville","United States","Americas",41.812848,-88.160493,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"RACK","BUSINESS",179,"MARRO","OH","UNITED STATES","0-3 Days",358,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3700,"HH Herndon",2,"Herndon","United States","Americas",38.956614,-77.375866,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Global Contact Center","Promoter"
"RACK","LEISURE",77.2,"OMGDS","IL","UNITED STATES","4-7 Days",154.4,"USA","Female","46-55","English",8,8,7,7,7,9,9,10,3609,"HP Schaumburg",1,"Schaumburg","United States","Americas",42.053981,-88.031929,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Passive"
"RACK","LEISURE",89,"OMGDS","CA","UNITED STATES","15-21 Days",89,"USA","Female","46-55","English",9,9,9,9,9,9,9,9,3565,"HP Sterling",1,"Sterling","United States","Americas",39.031652,-77.406919,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed","GOLD","Electronic Distribution","Promoter"
"RACK","LEISURE",99,"DENZA","MA","UNITED STATES","0-3 Days",99,"USA","Female","26-35","English",10,10,10,NA,10,10,NA,NA,3514,"HP Denver Airport",2,"Aurora","United States","Americas",39.772246,-104.798281,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Platinum","Hotel","Promoter"
"RACK","LEISURE",79.9,"OMGDS","IN","UNITED STATES","22-30 Days",159.8,"USA","Male","36-45","English",7,7,7,7,6,9,9,9,3546,"HP Arrowood",1,"Charlotte","United States","Americas",35.135838,-80.904551,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Passive"
"VOLUME","BUSINESS",89,"CHIZI","CO","UNITED STATES","90+ Days",356,"USA","Male","46-55","English",10,10,10,NA,10,10,NA,NA,3611,"HP Itasca",1,"Itasca","United States","Americas",41.986403,-88.003471,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Diamond","Hotel","Promoter"
"DISCOUNT","LEISURE",98,"BOSXB","NY","UNITED STATES","0-3 Days",98,"USA","Female","36-45","English",9,9,7,9,9,9,8,10,3483,"HH Burlington",2,"Burlington","United States","Americas",42.483015,-71.195265,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Hotel","Promoter"
"VOLUME","BUSINESS",114,"WASAR","TX","UNITED STATES","90+ Days",570,"USA","Male","36-45","English",10,10,10,10,10,10,10,10,3302,"HY Arlington",3,"Arlington","United States","Americas",38.895123,-77.072855,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised","Diamond","Hotel","Promoter"
"CONVENTION","BUSINESS",209,"OMGDS","HI","UNITED STATES","8-14 Days",865,"USA","Male","66-75","English",10,10,10,10,10,10,10,NA,3426,"HR Santa Clara",2,"Santa Clara","United States","Americas",37.405161,-121.976592,"USD","Domestic","Regency Club","Americas","Full Service","Business","Upper Upscale Class","Suburban","Managed",NA,"Global Contact Center","Promoter"
"RACK","BUSINESS",123.2,"OMGDS","MI","UNITED STATES","31-60 Days",492.8,"USA","Female","26-35","English",10,10,10,10,10,10,10,10,3714,"HP Grand Rapids South",2,"Wyoming","United States","Americas",42.854228,-85.717026,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"RACK","LEISURE",129,"OMARO","AL","UNITED STATES","31-60 Days",258,"USA","Female","26-35","English",10,9,NA,8,7,10,10,10,3529,"HP Buckhead",2,"Atlanta","United States","Americas",33.843798,-84.3727,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Global Contact Center","Promoter"
"OTHER","BUSINESS",112.4,"OMGDS",NA,NA,"8-14 Days",449.6,NA,"Male","46-55","English",10,10,10,10,10,10,10,10,3697,"HP Nashville Airport",1,"Nashville","United States","Americas",36.146014,-86.664318,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",124,"PHLXP","PA","UNITED STATES","15-21 Days",248,"USA","Male","56-65","English",7,7,7,8,9,7,8,NA,3498,"HH Plymouth Meeting",2,"East Norriton","United States","Americas",40.138185,-75.304625,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Hotel","Passive"
"SPECIAL","BUSINESS",166,"OMGDS","CO","UNITED STATES","8-14 Days",332,"USA","Male","46-55","English",9,7,6,NA,7,9,NA,NA,3514,"HP Denver Airport",2,"Aurora","United States","Americas",39.772246,-104.798281,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Diamond","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",109,"DFWXL","TX","UNITED STATES","8-14 Days",2507,"USA","Female","56-65","English",10,10,10,10,10,10,10,NA,3690,"HH Las Colinas",1,"Irving","United States","Americas",32.892582,-96.9617,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised",NA,"Hotel","Promoter"
"OTHER","BUSINESS",109,"GSOZG","NC","UNITED STATES","0-3 Days",109,"USA","Female","18-25","English",10,10,10,NA,10,10,NA,NA,3547,"HP Greensboro",2,"Greensboro","United States","Americas",36.05462,-79.891115,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Promoter"
"RACK","LEISURE",77.2,"OMGDS","IL","UNITED STATES","4-7 Days",77.2,"USA","Female","36-45","English",10,10,10,9,10,9,9,9,3609,"HP Schaumburg",1,"Schaumburg","United States","Americas",42.053981,-88.031929,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",104,"OMGDS","NC","UNITED STATES","0-3 Days",416,"USA","Male","46-55","English",7,6,6,NA,7,8,NA,NA,3547,"HP Greensboro",2,"Greensboro","United States","Americas",36.05462,-79.891115,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Passive"
"RACK","BUSINESS",0,"KYOTO",NA,"JAPAN","22-30 Days",1010.67,"Japan","Female","26-35","Japanese ja_JP",9,8,7,NA,8,8,NA,NA,3478,"HR Hakone",8,"Hakone","Japan","ASPAC",35.190317,139.026555,"JPY","International",NA,"Asia Pacific","Full Service","Resort","Upper Upscale Class","Suburban","Managed","Gold","Hotel","Promoter"
"CONVENTION","BUSINESS",149,"OMGDS","NH","UNITED STATES","31-60 Days",596,"USA","Male","56-65","English",8,8,9,9,9,9,9,9,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Passive"
"RACK","BUSINESS",259,"OMGDS","AL","UNITED STATES","0-3 Days",259,"USA","Male","56-65","English",9,9,10,10,10,10,10,10,3421,"GH DFW",3,"DFW Airport","United States","Americas",32.897546,-97.044252,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Airport","Managed","Gold","Electronic Distribution","Promoter"
"RACK","BUSINESS",71.2,"MARRO","FL","UNITED STATES","31-60 Days",223.6,"USA","Female","76+","English",10,10,10,10,10,10,10,10,3694,"HP Atlanta Perimeter",1,"Atlanta","United States","Americas",33.929352,-84.356719,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"DISCOUNT","BUSINESS",126.65,"OMGDS","WA","UNITED STATES","22-30 Days",379.95,"USA","Male","56-65","English",8,8,9,8,9,9,8,9,3514,"HP Denver Airport",2,"Aurora","United States","Americas",39.772246,-104.798281,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Platinum","Electronic Distribution","Passive"
"VOLUME","BUSINESS",269,"OMGDS","NJ","UNITED STATES","22-30 Days",538,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3300,"PH Washington",8,"Washington","United States","Americas",38.905877,-77.051032,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Urban","Owned","Gold","Electronic Distribution","Promoter"
"RACK","LEISURE",119,"OMARO","PA","UNITED STATES","0-3 Days",119,"USA","Female","26-35","English",5,5,5,5,10,7,1,NA,3498,"HH Plymouth Meeting",2,"East Norriton","United States","Americas",40.138185,-75.304625,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Global Contact Center","Detractor"
"RACK","LEISURE",129,"OMGDS","PA","UNITED STATES","0-3 Days",129,"USA","Male","56-65","English",9,9,9,8,9,9,8,NA,3540,"HP Baltimore BWI Airport",2,"Linthicum Heights","United States","Americas",39.207944,-76.677862,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",209,"OMGDS","NY","UNITED STATES","22-30 Days",209,"USA","Female","36-45","English",10,10,10,NA,10,10,NA,NA,3300,"PH Washington",8,"Washington","United States","Americas",38.905877,-77.051032,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Urban","Owned",NA,"Global Contact Center","Promoter"
"DISCOUNT","BUSINESS",93,"OMGDS","WA","UNITED STATES","0-3 Days",93,"USA","Male","56-65","English",8,8,8,8,8,8,8,NA,3532,"HP Boise",1,"Boise","United States","Americas",43.613261,-116.2855,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Passive"
"CONVENTION","BUSINESS",154,"OMGDS","WI","UNITED STATES","90+ Days",462,"USA","Female","46-55","English",6,7,6,5,6,9,9,8,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","GOLD","Electronic Distribution","Detractor"
"CONVENTION","BUSINESS",104,"JANZR","MS","UNITED STATES","0-3 Days",104,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3710,"HP Jackson",1,"Ridgeland","United States","Americas",32.437012,-90.145457,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Hotel","Promoter"
"DISCOUNT","BUSINESS",15.19,"OMGDS","NY","UNITED STATES","90+ Days",30.38,"USA","Male","56-65","English",7,7,5,9,9,9,9,NA,3577,"HP Opryland",2,"Nashville","United States","Americas",36.162664,-86.781602,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Gold","Electronic Distribution","Passive"
